               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.045448,            0.065364,            0.016448,             0.71383,             0.64427,             0.71969,             0.47916,             0.04064,             0.03663,           0.0094938,              0.0937,              0.0007,              0.0007
                   1,            0.043865,            0.061885,            0.017326,             0.70743,             0.66911,             0.73494,             0.49296,            0.040214,            0.036225,           0.0088923,            0.085758,           0.0007575,           0.0007575
