_c0,uploaded_image_13809dd9-3220-4882-8cbc-443f31f03c54.jpg,basil,0.68
0,uploaded_image_26b1de1b-ca58-448d-b197-7a85e8486c29.jpg,sandwich,0.65
1,uploaded_image_22fab024-fb84-40fc-8ee8-d4519393d2c3.jpg,mama,0.34
