               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12758,            0.031395,             0.08116,           0.0060468,             0.53332,           0.0077444,           0.0027837,             0.12624,            0.018027,            0.096368,                0.01,                0.01,                0.01
                   1,             0.12429,            0.034009,            0.081268,           0.0054759,             0.50843,           0.0090373,            0.003182,             0.12276,            0.019475,            0.093833,                0.01,                0.01,                0.01
